,0,1,2,3,4
0,0.9758564749813453,0.06057811916098754,0.4282341952494063,0.24019652740487996,0.9688311145714793
1,0.9125532437462146,0.9815192964071637,0.3293422859659343,0.552102109560888,0.18202879570498764
2,0.3771336741961523,0.5700535334882174,0.2018951086135896,0.08554928889365476,0.9172395007701655
3,0.6541662559967834,0.48538193742315905,0.3269546600506297,0.994827010935836,0.7476564805378614
4,0.29331065905927334,0.36802870780870156,0.0071362736232726265,0.9321354329705434,0.4382566440374084
5,0.642366004338179,0.629453173794723,0.687501815650997,0.5668774885193004,0.12164611513709589
6,0.2864255245133235,0.570667475251579,0.007923120923132299,0.42381319486434443,0.9294053340072665
7,0.5421228997430669,0.8869837231486333,0.16683664643150808,0.5726069388237324,0.6904511121374339
8,0.8151106967554681,0.7587995568575078,0.0005187802359627458,0.12409513348825862,0.38897861699715697
9,0.7624173380238408,0.7936146599406023,0.9574483232729954,0.9909167525499138,0.6335564525436536
10,0.5958890850113718,0.1166570988493294,0.1673915578353593,0.4872821128607253,0.6340809739411
11,0.08814125124880523,0.9910117014212786,0.8818321534082897,0.25699483817806534,0.6230681856269167
12,0.9239445332602338,0.9328071137494023,0.05676228312589282,0.24029569863940214,0.06629859111451442
13,0.04056047566994081,0.904926845414409,0.995342373886127,0.0017577013205031244,0.8329217140953981
14,0.6584256167453865,0.568594038430583,0.6206634713475955,0.15740419693203012,0.8082100207436871
15,0.20300323656327202,0.03746983840200013,0.12564796880341,0.48050826865508456,0.343802289049181
16,0.8950161587254808,0.6119174523956007,0.44457545549681143,0.7278886239100112,0.5274001797578947
17,0.18620685284688965,0.4181696395733885,0.9181881728101595,0.19882091126632861,0.7669673482187024
18,0.9771827805931023,0.4010605231437513,0.3862887935340058,0.8653149586661059,0.027885660910982657
19,0.20018372355912872,0.7464528518526482,0.6019366898569978,0.6916678815509051,0.6453062386406624
20,0.9876049531580512,0.8037032211934485,0.2612098690568162,0.8693666971452557,0.5171324635869211
21,0.5005509781004895,0.19886014008683772,0.7441927097431489,0.77858048130688,0.1267487982034241
22,0.31126808873293077,0.8728507788978176,0.5545708028756978,0.5267872972969093,0.8369476041934976
23,0.35759451296006217,0.4709124408170695,0.9618683301675334,0.7230074778470711,0.3469561883392488
24,0.34947061854628203,0.5357070798266652,0.7098491290159319,0.9308120004506534,0.5859627466731318
25,0.739471887359882,0.9551558689779491,0.47150621616069766,0.119773383692099,0.6721854002354715
26,0.15970349120143523,0.4439644226179602,0.6082552120222114,0.40052412045446906,0.9523877908122593
27,0.3374382518742445,0.5048755676885125,0.31856671998589337,0.5169168566138264,0.7698118022493772
28,0.1074163552194044,0.21043870847081048,0.3345116856283664,0.2819147036065127,0.6844795748958937
29,0.6597743249748912,0.9285453483941851,0.8672878995982316,0.20532970491532543,0.4178578306801546
30,0.2448660910275372,0.18642099404088652,0.15142205523058572,0.3367861211026353,0.6132553393942045
31,0.5077478195744192,0.20279559153584992,0.5874353109321067,0.7166802631636651,0.4873551037417052
32,0.8640350513065999,0.8097067556899759,0.8221832236238469,0.305901289507043,0.00046118466557776294
33,0.6670448157514676,0.431395826190909,0.9419450249486813,0.5065138093995794,0.6375424056971247
34,0.869899242721758,0.8533711365054492,0.4673927308059167,0.7601917176418853,0.6177443214353282
35,0.5354698906711921,0.10512409015655366,0.9676327494685135,0.41461380203284115,0.27965880406613675
36,0.9280671402729893,0.8010408069190307,0.7876825852606277,0.2009383205632238,0.6293746802341951
37,0.9220731699503368,0.030626762996313506,0.021281388860454498,0.04855156531817961,0.5380448812285429
38,0.19058267319694444,0.061668306095376435,0.33633450863399417,0.6943187172870771,0.5197938544806949
39,0.02923863540704219,0.781905726790286,0.9074845399762211,0.670814808908415,0.6740277929121357
40,0.0027411728494083354,0.5630597676419866,0.5539450467922433,0.8519177300942482,0.11107916868740464
41,0.7613413631875974,0.8434547670866193,0.08545977119233661,0.0939673490173285,0.27821227202584653
42,0.92007548977145,0.27902804693711825,0.3032438680977251,0.4152324975205095,0.21149790064167573
43,0.9135239142866649,0.7770885143884875,0.7595899713581648,0.8784825582240864,0.8588883223926497
44,0.46300448054138366,0.6329492700176217,0.05682118676652692,0.8736719440890797,0.5192647865459108
45,0.8592399934929791,0.5639749306412949,0.20622978943712378,0.07597188548986022,0.3157414946593925
46,0.9478288153564108,0.8693958849849892,0.19746112259402415,0.710789453858081,0.5513905577131953
47,0.8302574154638328,0.7068043450522611,0.6053320093759252,0.2602412311530914,0.6468446216079407
48,0.8880679668554824,0.776302177996326,0.14176148276600942,0.976825846430109,0.5726539035506506
49,0.8489175107972553,0.8689616904846249,0.8120305237173251,0.4352070759672897,0.5935615884219727
50,0.4755166734662265,0.37310926279295,0.9996547955356456,0.9091931533515722,0.9782466154187519
51,0.392167449876774,0.8164649690252465,0.8047960460910661,0.16353643997741885,0.9362143222180906
52,0.08214545888406288,0.7154351808624474,0.1400447540809987,0.2384341895706531,0.29992018372680374
53,0.955535086887436,0.15394220417976745,0.796332409453919,0.7251264492267498,0.6995763220583087
54,0.9502363756606544,0.34256951946339964,0.024212239888139364,0.4911263101711594,0.5255552975820375
55,0.2532530826749808,0.7542635052820963,0.5112775371409349,0.9832613162817458,0.6846907160132107
56,0.04050434777865364,0.8672175155645623,0.4282341969416683,0.0752458575053434,0.23832951855503337
57,0.21490426342862912,0.74532131647448,0.23850302343847396,0.9111445196457865,0.7720268616332555
58,0.8327450845560209,0.8647019059717446,0.8206721422632063,0.900482500033897,0.8577765151730526
59,0.5653064786544764,0.26572399924663204,0.2841339606075066,0.7119007582700143,0.2520837192189366
60,0.042944893508065296,0.18264944296655294,0.39582940677717493,0.728763452139969,0.5688351427553917
61,0.5810639051154199,0.003656069597509304,0.046783519597732415,0.6689842939857319,0.35041702937374664
62,0.34963198711554366,0.0559331284180945,0.1933959009616768,0.8294792956855779,0.38045434711845827
63,0.09755851550029426,0.08023032510197858,0.12541681390673298,0.9214848216377088,0.8272956932261529
64,0.7151553250012347,0.9855073065455787,0.1836096293660464,0.11480486347332386,0.46241769263184784
65,0.2718955829379718,0.02134880917339843,0.8281138924506432,0.9365690307182505,0.07814847982217954
66,0.5595617864871817,0.6835456215048943,0.5710946793794129,0.300920236816715,0.5691615434337803
67,0.5753837433347746,0.7842453134293288,0.2765810696655494,0.3436569459940084,0.0642381571851578
68,0.05915225233824262,0.7659803627302936,0.39908453458033943,0.8550913179554972,0.5230037041780201
69,0.6522601157657282,0.7171061401656733,0.17062580253594295,0.025959942084065157,0.46946787456875827
70,0.8788498671134172,0.26946587935100086,0.605943840161552,0.32698596127055957,0.7573561299844073
71,0.7208401318096824,0.9784168812257761,0.22629827368160527,0.6382993199475613,0.5569120497028117
